STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/09/21,5.82,,0,,,,75,48,190,190,14.1,16.1,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/10/21,2.91,,0,,,,71,50,220,210,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/11/21,3.8,,0,,,,72,46,260,260,10.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/12/21,3.8,,0,,,,70,49,220,50,8.1,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/13/21,3.13,,0,,,,72,48,230,230,8.9,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/14/21,3.36,,0,,,,76,49,30,40,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/15/21,3.8,,0,,,,86,56,220,360,8.9,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/16/21,4.25,,0,,,,84,54,210,230,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/17/21,3.8,,0,,,,84,55,200,210,8.9,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/18/21,3.8,,0,,,,75,51,210,200,10.1,13,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/19/21,6.04,,0,,,,72,54,90,90,21,30,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/20/21,3.36,,0,,,,77,56,190,190,12.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/21/21,3.58,,0,,,,69,52,210,210,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/22/21,5.82,,0,,,,64,49,220,240,16.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/23/21,2.68,,0.15,,,,55,46,40,220,8.9,13,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/24/21,5.82,,0.05,,,,58,41,250,240,15,21,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/25/21,6.04,,0.2,,,,55,42,250,250,21,32,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/26/21,4.03,,0,,,,55,38,220,220,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/27/21,5.37,,0,,,,58,47,160,100,14.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/28/21,6.49,,0.89,,,,64,44,200,220,23,31.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/29/21,4.47,,0.47,,,,54,46,210,200,14.1,18.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/30/21,3.36,,0,,,,60,42,250,230,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/31/21,3.8,,0,,,,72,46,20,20,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/01/21,3.58,,0,,,,70,56,210,210,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/02/21,3.8,,0,,,,67,52,240,260,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/03/21,4.47,,0,,,,61,47,210,220,8.9,14.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/04/21,2.91,,0,,,,63,48,220,210,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/05/21,3.8,,0,,,,63,45,210,230,10.1,14.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/06/21,2.68,,0,,,,64,44,240,230,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/07/21,3.58,,0,,,,62,44,220,230,10.1,14.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/08/21,3.58,,0,,,,60,49,220,230,10.1,16.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/09/21,2.91,,0,,,,59,53,240,230,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/10/21,3.13,,0,,,,59,49,210,220,12.1,14.1,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/11/21,4.25,,0,,,,62,46,230,280,12.1,17,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/12/21,5.59,,0,,,,67,51,220,10,19.9,30,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/13/21,4.03,,0,,,,62,51,220,310,13,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/14/21,8.28,,0,,,,70,54,360,360,21.9,35.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/15/21,3.8,,0,,,,64,49,210,360,10.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/16/21,6.93,,0,,,,64,49,360,360,15,27.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/17/21,10.07,,0,,,,71,54,20,10,19.9,30,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/18/21,4.92,,0,,,,67,49,240,220,15,19,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/19/21,3.8,,0,,,,66,45,220,250,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/20/21,8.28,,0,,,,68,45,20,360,21.9,36,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/21/21,5.37,,0,,,,70,52,20,350,13,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/22/21,4.25,,0,,,,79,48,240,200,8.9,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/23/21,4.03,,0,,,,73,52,230,230,12.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/24/21,4.25,,0,,,,70,49,230,240,13,16.1,1,1,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/25/21,4.47,,0,,,,72,48,210,200,12.1,15,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/26/21,3.8,,0,,,,70,47,200,240,12.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/27/21,8.5,,0,,,,76,47,360,360,21,33.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",02/28/21,4.47,,0,,,,71,49,200,190,13,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/01/21,5.82,,0,,,,76,49,200,200,14.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/02/21,4.25,,0,,,,74,46,260,270,13,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/03/21,5.14,,0.08,,,,59,44,80,80,17,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/04/21,4.03,,0,,,,63,45,240,230,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/05/21,4.25,,0,,,,74,46,240,240,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/06/21,5.14,,0,,,,65,48,240,230,16.1,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/07/21,3.36,,0,,,,62,52,220,220,14.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/08/21,4.47,,0,,,,62,51,240,240,16.1,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/09/21,6.71,,0,,,,60,45,250,240,21,34,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/10/21,6.04,,0.8,,,,58,45,230,220,18.1,25.9,1,,1,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/11/21,4.47,,0.05,,,,57,43,240,210,14.1,18.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/12/21,4.7,,0,,,,58,42,210,210,14.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/13/21,4.92,,0,,,,60,43,230,240,16.1,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/14/21,5.37,,0,,,,62,51,220,270,14.1,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/15/21,6.04,,0.21,,,,58,45,250,260,16.1,32,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/16/21,4.25,,0,,,,58,42,220,,10.1,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/17/21,4.47,,0,,,,61,42,260,,14.1,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/18/21,3.36,,0,,,,61,48,230,250,12.1,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/19/21,4.25,,0,,,,65,48,240,,12.1,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/20/21,5.14,,0,,,,63,54,250,360,14.1,19,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/21/21,6.93,,0,,,,69,50,350,360,14.1,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/22/21,4.92,,0,,,,63,50,230,230,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/23/21,7.83,,0,,,,70,50,250,250,21,31.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/24/21,8.05,,0,,,,71,52,250,260,18.1,32,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/25/21,6.49,,0,,,,59,49,230,230,14.1,23,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/26/21,4.25,,0,,,,59,47,240,230,15,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/27/21,4.03,,0,,,,70,45,260,,8.9,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/28/21,4.25,,0,,,,80,50,260,270,15,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/29/21,3.8,,0,,,,69,51,220,210,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/30/21,4.47,,0,,,,66,52,240,220,12.1,16.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",03/31/21,4.25,,0,,,,86,50,210,200,14.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/01/21,4.47,,0,,,,88,57,260,280,14.1,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/02/21,4.92,,0,,,,70,53,220,220,14.1,18.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/03/21,4.03,,0,,,,62,52,220,,14.1,,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/04/21,3.8,,0,,,,67,50,230,230,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/05/21,4.92,,0,,,,65,51,240,,13,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/06/21,4.47,,0,,,,65,50,210,170,13,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/07/21,3.8,,0,,,,69,51,250,,8.9,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/08/21,4.03,,0,,,,68,53,230,230,15,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/09/21,4.47,,0,,,,67,51,240,,12.1,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/10/21,3.8,,0,,,,68,53,240,240,12.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/11/21,3.58,,0,,,,69,54,250,,10.1,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/12/21,6.04,,0,,,,65,56,220,220,14.1,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/13/21,6.49,,0,,,,62,56,240,220,13,17,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/14/21,4.92,,0,,,,61,51,240,240,13,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/15/21,4.92,,0,,,,62,47,220,220,16.1,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/16/21,4.03,,0,,,,64,51,240,210,15,19.9,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/17/21,4.25,,0,,,,64,50,230,240,16.1,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/18/21,5.82,,0,,,,91,51,260,260,19.9,29.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/19/21,5.37,,0,,,,74,55,220,220,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/20/21,5.37,,0,,,,66,53,220,240,14.1,19,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/21/21,7.16,,0,,,,63,57,220,240,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/22/21,6.71,,0,,,,62,56,250,250,13,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/23/21,4.7,,0,,,,64,56,240,220,12.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/24/21,5.59,,0,,,,63,53,250,240,15,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/25/21,5.82,,0,,,,64,52,260,250,16.1,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/26/21,7.61,,0,,,,62,53,230,230,18.1,25.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/27/21,4.47,,0,,,,63,53,220,240,16.1,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/28/21,6.49,1633,0,,,,78,50,260,260,19.9,25.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/29/21,4.7,1451,0,,,,77,55,240,240,15,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",04/30/21,4.92,1337,0,,,,81,58,240,240,12.1,15,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/01/20,11.86,,0,0,0,28,42,21,190,190,21.9,34,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/02/20,11.63,,0,0,0,42,48,37,190,190,21.9,32,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/03/20,6.04,,0,0,0,38,41,33,330,350,12.1,14.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/04/20,9.17,,0.03,0.5,1.2,32,33,26,310,300,16.1,23.9,1,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/05/20,13.87,,0,0,0,31,42,24,280,220,25.9,36.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/06/20,9.62,,0,0,0,34,42,27,260,270,16.1,23.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/07/20,10.74,,0,0,0,34,40,28,270,270,19.9,30,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/08/20,11.18,,0,0,0,24,29,14,300,300,23,32,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/09/20,16.11,,0.02,0,0,32,50,23,200,200,25.9,38.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/10/20,11.41,,0.84,0,0,46,50,36,20,30,25.9,34,1,1,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/11/20,25.05,,0.37,2.1,0,34,37,25,20,10,38.9,52.1,1,1,,,,,,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/12/20,6.49,,0,0,2,26,31,23,150,160,16.1,21.9,1,,,,,1,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/13/20,8.28,,0,0.2,2,31,33,31,270,280,19.9,25.9,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/14/20,8.5,,0,0,1.2,35,39,25,240,230,21.9,29.1,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/15/20,8.05,,0,0,0,32,36,25,320,290,21.9,31.1,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/16/20,11.63,,0,0,0,25,29,11,310,290,21.9,29.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/17/20,10.51,,0.37,3.1,0,19,29,11,120,120,25.1,34,1,1,,1,,1,,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/18/20,15.88,,0.4,0,2,29,35,5,270,270,31.1,46.1,1,,,,,1,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/19/20,12.97,,0,0,2,9,19,2,260,280,25.9,38.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/20/20,6.71,,0,0,2,21,31,17,310,310,12.1,15,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/21/20,7.61,,0,0,2,21,29,15,230,230,17,23.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/22/20,12.3,,0,0,2,27,34,24,180,190,18.1,29.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/23/20,7.61,,0.17,0.9,2,32,34,29,190,180,15,21.9,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/24/20,4.7,,0.4,0,1.2,35,37,32,80,80,13,17,1,1,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/25/20,8.28,,0.12,0.4,1.2,33,34,32,260,230,15,21,1,,,,,1,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/26/20,9.4,,0,0,1.2,32,33,27,230,250,15,21,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/27/20,5.82,,0,0,0,30,35,27,340,270,8.9,12.1,1,,,,,1,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/28/20,5.82,,0,0,0,32,33,31,300,300,12.1,17,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/29/20,4.7,,0,0,0,32,34,30,20,20,8.9,11,,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/30/20,3.58,,0,0,0,33,35,32,170,190,8.9,14.1,,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/31/20,5.37,,0.08,0.6,0,34,37,32,170,160,10.1,14.1,1,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/01/20,11.41,,0.01,0,0,36,38,34,250,270,19.9,28,1,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/02/20,14.32,,0,0,0,41,52,35,260,270,25.9,42.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/03/20,9.62,,0,0,0,39,48,30,10,20,21,27.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/04/20,21.7,,0,0,0,36,39,31,20,20,32,40.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/05/20,12.75,,0.07,1,0,30,33,27,40,70,21,27.1,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/06/20,12.97,,0.05,1.4,1.2,29,30,27,30,40,21.9,28,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/07/20,7.83,,0,0.2,2,30,38,24,270,250,15,21,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/08/20,6.26,,0,0,0,32,37,28,250,240,14.1,19.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/09/20,10.07,,0.14,1,0,31,37,25,210,200,21,31.1,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/10/20,5.82,,0,0,0,32,39,26,340,330,18.1,25.1,,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/11/20,9.62,,0,0,0,31,35,26,270,280,21.9,36,1,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/12/20,5.37,,0.18,2,0,30,37,24,200,220,15,19.9,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/13/20,12.3,,0.03,1.5,3.1,24,32,4,350,350,23,30,1,,,,,,,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/14/20,7.83,,0,0,3.1,6,15,-2,170,170,14.1,19.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/15/20,12.75,,0,0,3.1,18,33,7,210,220,23.9,33.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/16/20,3.58,,0,0,2,30,43,20,100,100,8.1,13,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/17/20,9.17,,0.13,0,1.2,35,41,28,120,120,19.9,23.9,1,,1,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/18/20,13.65,,0,0,0,37,39,25,280,280,25.9,38,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/19/20,8.72,,0,0,0,25,31,16,10,360,17,19.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/20/20,8.95,,0,0,0,19,25,9,360,350,17,23.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/21/20,12.75,,0,0,0,21,38,12,220,240,23.9,35.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/22/20,13.65,,0,0,0,36,51,28,210,230,21,29.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/23/20,10.51,,0,0,0,43,55,35,230,210,17,25.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/24/20,12.3,,0,0,0,41,43,35,30,30,21.9,28,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/25/20,23.26,,0.06,0.7,0,38,41,33,20,20,32,40,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/26/20,16.11,,0.1,1,1.2,31,33,26,20,20,25.9,35.1,1,,,,,,1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/27/20,9.84,,0,0,1.2,27,32,21,260,260,19.9,28,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/28/20,9.17,,0,0,1.2,24,30,19,290,330,18.1,28,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/29/20,8.95,,0,0,0,26,37,17,210,260,14.1,21,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/01/20,12.97,,0,0,0,41,60,30,200,200,23.9,35.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/02/20,5.82,,0,0,0,46,50,34,250,240,14.1,18.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/03/20,11.41,,0,0,0,38,49,32,260,270,25.9,42.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/04/20,7.83,,0,0,0,42,49,32,300,310,17,23,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/05/20,14.32,,0,0,0,42,53,33,200,200,28,44.1,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/06/20,14.32,,0,0,0,37,40,28,340,310,28,38,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/07/20,10.74,,0,0,0,35,53,25,200,180,21,28,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/08/20,16.55,,0,0,0,51,67,42,190,210,25.1,38.9,,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/09/20,15.66,,0.83,0,0,55,57,48,230,230,29.1,40.9,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/10/20,8.28,,0,0,0,46,51,35,350,350,18.1,23,1,,,,,,,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/11/20,5.82,,0,0,0,39,45,36,260,260,13,18.1,1,,,,,,1,
